,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
76,WOS:000334271500016,"The effect of canopy closure on chimpanzee nest abundance in Lagoas de Cufada National Park, Guinea-Bissau","Sousa, J; Casanova, C; Barata, AV; Sousa, C",IAO-6627-2023; GCV-6464-2022; IJF-4421-2023; FZP-9915-2022,2014,PRIMATES,55,283,292,10,10.1007/s10329-013-0402-2,0032-8332,1610-7365,,7,chimpanzee; marked-nest counts; estimating density; canopy closure; lagoas de cufada natural park,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000334271500016&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000334271500016&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000334271500016&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000334271500016&DestLinkType=RelatedRecords&DestApp=WOS_CPL
77,WOS:000338278600004,Canakinumab in autoimmune and autoinflammatory rheumatic diseases,"Kadavath, S; Efthimiou, P",CXR-2675-2022; GAZ-0339-2022,2014,EXPERT OPINION ON ORPHAN DRUGS,2,27,35,9,10.1517/21678707.2014.868802,2167-8707,,,0,autoimmune inflammatory conditions; canakinumab; cryopyrin-associated syndromes; il-beta inhibition; systemic juvenile idiopathic arthritis,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338278600004&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338278600004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338278600004&DestLinkType=RelatedRecords&DestApp=WOS_CPL
78,WOS:000338237500008,Socio-cultural protection of endemic trees in humanised landscape,"Ray, R; Chandran, MDS; Ramachandra, TV",IWD-5043-2023; ERD-4291-2022; AAC-2335-2019,2014,BIODIVERSITY AND CONSERVATION,23,1977,1994,18,10.1007/s10531-014-0699-1,0960-3115,1572-9710,,15,endemics; landscape management; sacred grove; siddapur; spatial distribution; species diversity,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338237500008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338237500008&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338237500008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000338237500008&DestLinkType=RelatedRecords&DestApp=WOS_CPL
79,WOS:000339531701258,The Research on Rest Space of Campus in Landscape Design,"Zhang, Y",ABE-1771-2021,2014,"CIVIL, STRUCTURAL AND ENVIRONMENTAL ENGINEERING, PTS 1-4",838-841,3023,3026,4,10.4028/www.scientific.net/AMR.838-841.3023,1022-6680,,978-3-03785-926-1,0,rest space; landscape building; cultural atmosphere,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339531701258&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339531701258&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339531701258&DestLinkType=RelatedRecords&DestApp=WOS_CPL
80,WOS:000339872800009,A mosaic of opportunities? Spatio-temporal patterns of bat diversity and activity in a strongly humanized Mediterranean wetland,"Mendes, ES; Pereira, MJR; Marques, SF; Fonseca, C",DGC-2053-2022; AAH-9411-2021; IFV-5613-2023; D-9744-2011,2014,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,60,651,664,14,10.1007/s10344-014-0832-1,1612-4642,1439-0574,,18,activity patterns; agricultural; bat assemblages; chiroptera; heterogeneous landscape; portugal,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339872800009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339872800009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339872800009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000339872800009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
81,WOS:000340850400007,Chinese Cemeteries and Environmental Ethics: Some Insights from Malaysia,"Fan, PW; Voon, PK; Ong, SK; Goh, HC",B-5369-2010; EDG-3767-2022; GMW-6357-2022; B-8546-2010,2014,UNIVERSITAS-MONTHLY REVIEW OF PHILOSOPHY AND CULTURE,41,85,105,21,,1015-8383,,,2,"chinese cemeteries; ""unity of heaven and humans""; environmental ethics; ""green culture""",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000340850400007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000340850400007&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000340850400007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000340850400007&DestLinkType=RelatedRecords&DestApp=WOS_CPL
82,WOS:000450015600006,"Landscape approach, the success factor of urban tourism","Zandieh, M; Goodarzian, S",GBB-7680-2022; CSD-3241-2022,2014,BAGH-E NAZAR,11,25,32,8,,1735-9635,2251-7197,,2,landscape approach; urban tourism; urban landscape; success,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000450015600006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000450015600006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000450015600006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000450015600006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
83,WOS:000341409000013,"Rock and soul: humanizing heritage, memorializing music and producing places","Darvill, T",DVI-4936-2022,2014,WORLD ARCHAEOLOGY,46,462,476,15,10.1080/00438243.2014.909096,0043-8243,1470-1375,,12,place-production; place-making; place-marking; creative place-making; localism; rock music; archaeology; cultural heritage; intangible cultural heritage; landscapes; soundscapes,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000341409000013&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000341409000013&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000341409000013&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000341409000013&DestLinkType=RelatedRecords&DestApp=WOS_CPL
84,WOS:000347395300009,HABITAT USE AND SELECTION OF THE MARSH HARRIER <i>CIRCUS AERUGINOSUS</i> IN AN AGRICULTURAL-WETLAND MOSAIC,"Alves, M; Ferreira, JP; Torres, I; Fonseca, C; Matos, M",IXR-2039-2023; KDU-0684-2024; IIK-0753-2023; D-9744-2011; DVH-9808-2022,2014,ARDEOLA-INTERNATIONAL JOURNAL OF ORNITHOLOGY,61,351,366,16,10.13157/arla.61.2.2014.351,0570-7358,2341-0825,,11,conservation; humanised landscape; lower vouga lagoon; reed beds; spatial heterogeneity,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000347395300009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000347395300009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000347395300009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000347395300009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
85,WOS:000614524800011,"Materialization of light Our Lady of the Coronation, Vitoria","Barnuevo, GO",ELJ-1256-2022,2015,PIONEROS DE LA ARQUITECTURA MODERNA ESPANOLA: APRENDER DE UNA OBRA,,164,183,20,,,,,0,fisac; vitoria; light; matter; reductive abstraction,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000614524800011&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000614524800011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000614524800011&DestLinkType=RelatedRecords&DestApp=WOS_CPL
86,WOS:000434542400003,"THE LANDSCAPES OF THE SALT FLATS OF SAN PEDRO DEL PINATAR (MURCIA, SPAIN)","Sánchez, MAS; Pelegrín, GB",BBB-9185-2020; JCD-7442-2023,2015,GRAN TOUR,,45,62,18,,2172-8690,,,1,salinas; san pedro del pinatar; natural landscape; humanized landscape,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000434542400003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000434542400003&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000434542400003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000434542400003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
87,WOS:000422562800008,DECOLONISATION OF THE AFRICAN MIND AND INTELLECTUAL LANDSCAPE,"Oelofsen, R",AAJ-5304-2021,2015,PHRONIMON,16,130,146,17,,1561-4018,2413-3086,,53,african philosophy; decolonisation; philosophy-in-place; humanising pedagogy; humanisation,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000422562800008&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000422562800008&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000422562800008&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000422562800008&DestLinkType=RelatedRecords&DestApp=WOS_CPL
88,WOS:000346347200140,A Preliminary Study on Application of Countryside Landscape in Landscape Design of Small Contemporary Towns of China,"Yan, L",EIH-4843-2022,2014,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON EDUCATION, LANGUAGE, ART AND INTERCULTURAL COMMUNICATION",3,551,554,4,,2352-5398,,,0,countryside landscape; small towns; landscape design; integration of styles and features,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000346347200140&DestLinkType=FullRecord&DestApp=WOS_CPL,,,
89,WOS:000351727100001,Patient-derived xenograft models of breast cancer and their predictive power,"Whittle, JR; Lewis, MT; Lindeman, GJ; Visvader, JE",IPD-3046-2023; A-9572-2009; DYB-0717-2022; DXO-9288-2022,2015,BREAST CANCER RESEARCH,17,,,13,10.1186/s13058-015-0523-1,1465-542X,1465-5411,,208,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000351727100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000351727100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000351727100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000351727100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
90,WOS:000353279100002,Clinical applications of PD-1-based therapy: a focus on pembrolizumab (MK-3475) in the management of melanoma and other tumor types,"Gangadhar, TC; Salama, AKS",EXS-0034-2022; DTO-5325-2022,2015,ONCOTARGETS AND THERAPY,8,,,9,10.2147/OTT.S53164,1178-6930,,,34,pd-1; cancer; pembrolizumab; nivolumab; immunotherapy; antitumor activity,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000353279100002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000353279100002&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000353279100002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000353279100002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
91,WOS:000415649600002,Ecotourism as a Means of Conservation of the Landscape of Rodrigues Island,"Jauze, JM",CXM-5123-2022,2015,MISCELLANEA GEOGRAPHICA,19,9,13,5,10.1515/mgrsd-2015-0005,0867-6046,2084-6118,,1,rodrigues; landscape; domestic gardens; ecotourism; terraces; agriculture,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000415649600002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000415649600002&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000415649600002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000415649600002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
92,WOS:000356630900218,To Eat or Not To Eat? The Diet of the Endangered Iberian Wolf (<i>Canis lupus signatus</i>) in a Human- Dominated Landscape in Central Portugal,"Torres, RT; Silva, N; Brotas, G; Fonseca, C",G-1638-2011; IUY-5409-2023; CIM-6016-2022; D-9744-2011,2015,PLOS ONE,10,,,12,10.1371/journal.pone.0129379,1932-6203,,,53,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000356630900218&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000356630900218&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000356630900218&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000356630900218&DestLinkType=RelatedRecords&DestApp=WOS_CPL
93,WOS:000355652200127,Effective Optimization of Antibody Affinity by Phage Display Integrated with High-Throughput DNA Synthesis and Sequencing Technologies,"Hu, DM; Hu, SY; Wan, W; Xu, M; Du, RK; Zhao, W; Gao, XL; Liu, J; Liu, HY; Hong, J",MKT-7775-2025; KGZ-3379-2024; EDE-1870-2022; DUA-8581-2022; EUM-2862-2022; IQP-5396-2023; LGC-9907-2024; FHQ-5461-2022; O-9637-2014; N-1996-2013,2015,PLOS ONE,10,,,17,10.1371/journal.pone.0129125,1932-6203,,,69,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355652200127&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355652200127&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355652200127&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355652200127&DestLinkType=RelatedRecords&DestApp=WOS_CPL
94,WOS:000355362500033,Generation of improved mouse models for the study of hepatitis C virus,"Douglas, DN; Kneteman, NM",ETC-0020-2022; CZF-8101-2022,2015,EUROPEAN JOURNAL OF PHARMACOLOGY,759,313,325,13,10.1016/j.ejphar.2015.03.022,0014-2999,1879-0712,,11,scid upa; hepatitis c virus; humanized mouse models; immunodeficient mouse strains; human immune system; vaccine,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355362500033&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355362500033&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355362500033&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355362500033&DestLinkType=RelatedRecords&DestApp=WOS_CPL
95,WOS:000355353200009,Time for change: The legacy of a Euro-Andean model of landscape versus the need for landscape connectivity,"Zimmerer, KS; Bell, MG",GFB-2209-2022; AAZ-6687-2021,2015,LANDSCAPE AND URBAN PLANNING,139,104,116,13,10.1016/j.landurbplan.2015.02.002,0169-2046,1872-6062,,11,landscape models; tropical mountains; landscape history; euro-andean landscape knowledge; landscape connectivity; pristine myth,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
96,WOS:000355353200006,Mathematize <i>urbes</i> by humanizing them. Cities as isobenefit landscapes: psycho-economical distances and personal isobenefit lines,"D'Acci, L",GBI-8856-2022,2015,LANDSCAPE AND URBAN PLANNING,139,63,81,19,10.1016/j.landurbplan.2015.02.016,0169-2046,1872-6062,,11,urban modeling; science of cities; isobenefit lines; urban quality of life; complexity and cities; space syntax,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000355353200006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
97,WOS:000360389600006,Profile of obinutuzumab for the treatment of patients with previously untreated chronic lymphocytic leukemia,"Hill, BT; Kalaycio, M",LXR-9460-2024; CYI-0883-2022,2015,ONCOTARGETS AND THERAPY,8,2391,2397,7,10.2147/OTT.S68770,1178-6930,,,4,obinutuzumab; monoclonal antibody; cll; chlorambucil; cell-mediated cytotoxicity; combination regimens,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000360389600006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000360389600006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000360389600006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000360389600006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
98,WOS:000362688900009,"Antibody-Drug Conjugates: Design, Formulation and Physicochemical Stability","Singh, SK; Luisi, DL; Pak, RH",LPG-3055-2024; DDH-6894-2022; FQC-4954-2022,2015,PHARMACEUTICAL RESEARCH,32,3541,3571,31,10.1007/s11095-015-1704-4,0724-8741,1573-904X,,61,antibody-drug conjugate; formulation; linker; payload; physicochemical characteristics,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000362688900009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000362688900009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000362688900009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000362688900009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
99,WOS:000364021500004,A risk classification for immunosuppressive treatment-associated progressive multifocal leukoencephalopathy,"Chahin, S; Berger, JR",EQD-5756-2022; GXR-4077-2022,2015,JOURNAL OF NEUROVIROLOGY,21,623,631,9,10.1007/s13365-014-0303-1,1355-0284,1538-2443,,29,progressive multifocal leukoencephalopathy; natalizumab; efalizumab; rituximab; mycophenolate mofetil,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000364021500004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000364021500004&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000364021500004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000364021500004&DestLinkType=RelatedRecords&DestApp=WOS_CPL
